disease,disease_id,gene_set,cell_type,cell_type_class,marker_source,overlap,gene_count,background_count,effect_size,p_value,genes,fdr
Migraine,migraine,stringent,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,LINGO2,0.5369233728408029
Migraine,migraine,stringent,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,FHL5,0.5369233728408029
Migraine,migraine,stringent,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,41,200,0.0,1.0,,1.0
Migraine,migraine,stringent,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,41,200,0.0,1.0,,1.0
Migraine,migraine,stringent,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,41,200,0.0,1.0,,1.0
Migraine,migraine,stringent,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,41,200,0.0,1.0,,1.0
Migraine,migraine,stringent,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,41,200,0.0,1.0,,1.0
Migraine,migraine,stringent,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,41,200,0.0,1.0,,1.0
Migraine,migraine,stringent,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,41,200,0.0,1.0,,1.0
Migraine,migraine,stringent,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,41,200,0.0,1.0,,1.0
Migraine,migraine,weighted,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,167,200,2.80814371257485,0.020557491839613983,CHRNA2;ERICH2;GAD1;SLC24A3;SP5;TGFB3,0.30875778365613926
Migraine,migraine,weighted,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,167,200,2.80814371257485,0.020557491839613983,CEMIP;EYA2;LEPR;LRP1;PRDM6;RAB3IL1,0.30875778365613926
Migraine,migraine,weighted,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,186,2.5162578069667116,0.04946583869713943,CHRNA2;GAD1;HOXB3;KIF26B;ROBO1,0.30875778365613926
Migraine,migraine,weighted,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,200,2.3401197604790416,0.06356777898802866,CCS;GJA1;MDK;PLEKHH2;TJP2,0.30875778365613926
Migraine,migraine,weighted,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,200,2.3401197604790416,0.06356777898802866,EYA2;GJA1;HPSE2;PRDM16;TJP2,0.30875778365613926
Migraine,migraine,weighted,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,200,2.3401197604790416,0.06356777898802866,PHACTR1;PTK2B;RIMS1;SLC24A3;YJEFN3,0.30875778365613926
Migraine,migraine,weighted,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,200,2.3401197604790416,0.06356777898802866,ASTN2;KIF26B;MRGPRE;ONECUT2;SLC24A3,0.30875778365613926
Migraine,migraine,weighted,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,ASTN2;GAD1;KIF26B;ROBO1,0.40400418562819473
Migraine,migraine,weighted,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,CPXM2;PRDM16;RBBP8;TGFBR2,0.40400418562819473
Migraine,migraine,weighted,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,GPR149;HOXB3;MRGPRE;TSPAN2,0.40400418562819473
Migraine,migraine,weighted,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,ATP2B1;GPR149;ONECUT2;PHACTR1,0.40400418562819473
Migraine,migraine,weighted,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,HTRA1;PDZRN4;PLEKHH2;ZNF462,0.40400418562819473
Migraine,migraine,weighted,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,CHRNA2;GPR26;ROBO1;TSPAN2,0.40400418562819473
Migraine,migraine,weighted,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,FHL5;JAG1;PLCE1;TMEM51,0.40400418562819473
Migraine,migraine,weighted,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,CHRNA2;GAD1;YJEFN3,0.5573929668809435
Migraine,migraine,weighted,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,GPR26;LINGO2;ROBO1,0.5573929668809435
Migraine,migraine,weighted,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,DGKZ;PDZRN4;PHACTR1,0.5573929668809435
Migraine,migraine,weighted,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,EYA2;GPR149;PHACTR1,0.5573929668809435
Migraine,migraine,weighted,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,GPR26;PTK2B;SLC24A3,0.5573929668809435
Migraine,migraine,weighted,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,PTK2B;SLC24A3;YJEFN3,0.5573929668809435
Migraine,migraine,weighted,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,GAD1;LINGO2;SP5,0.5573929668809435
Migraine,migraine,weighted,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,FHL5;PLCE1;TMEM51,0.5573929668809435
Migraine,migraine,weighted,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,167,200,0.9360479041916168,0.6330945074336431,GAD1;TGFB3,0.8610085301097546
Migraine,migraine,weighted,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,167,200,0.9360479041916168,0.6330945074336431,GPR26;LINGO2,0.8610085301097546
Migraine,migraine,weighted,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,167,200,0.9360479041916168,0.6330945074336431,GPR26;LINGO2,0.8610085301097546
Migraine,migraine,weighted,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,CSF1R,0.9117210232745329
Migraine,migraine,weighted,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,BEST1,0.9117210232745329
Migraine,migraine,weighted,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,PDZRN4,0.9117210232745329
Migraine,migraine,weighted,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,PDZRN4,0.9117210232745329
Migraine,migraine,weighted,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,GJA1,0.9117210232745329
Migraine,migraine,weighted,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,SERPINA1,0.9117210232745329
Migraine,migraine,weighted,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,BEST1,0.9117210232745329
Migraine,migraine,weighted,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,RIMS1,0.9117210232745329
Migraine,migraine,weighted,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,167,200,0.0,1.0,,1.0
Multiple sclerosis,multiple_sclerosis,broad,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,19,217,200,6.8435023041474645,4.515989643227323e-11,CD37;CD6;CLEC2B;CLEC2D;CXCR4;ETS1;IFI30;IL7R;NLRC5;PTGER4;S1PR5;SLAMF7;SOCS1;SP140;STAT4;THEMIS;TNIP3;TYMP;ZC3HAV1,1.5354364786972899e-09
Multiple sclerosis,multiple_sclerosis,broad,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,217,200,2.16110599078341,0.06051804177002174,FBLN7;MAF;RND3;SDK1;TOX2;TRIM71,0.6858711400602464
Multiple sclerosis,multiple_sclerosis,broad,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,217,200,2.16110599078341,0.06051804177002174,CD37;IRF5;MAF;NCF4;RGS1;ZFP36L2,0.6858711400602464
Multiple sclerosis,multiple_sclerosis,broad,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,217,200,1.800921658986175,0.14610214278696199,FBLN7;MAF;RND3;SATB1;TOX2,0.9934945709513415
Multiple sclerosis,multiple_sclerosis,broad,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,217,200,1.800921658986175,0.14610214278696199,CLEC2B;ERG;FLI1;HHEX;LEF1,0.9934945709513415
Multiple sclerosis,multiple_sclerosis,broad,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,217,200,1.44073732718894,0.3021084206299513,KCNH8;MAML2;RTKN2;SOX8,1.0
Multiple sclerosis,multiple_sclerosis,broad,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,217,200,1.44073732718894,0.3021084206299513,ERG;LPIN3;SATB1;SDK1,1.0
Multiple sclerosis,multiple_sclerosis,broad,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,217,200,1.44073732718894,0.3021084206299513,ETS1;IFITM2;IFITM3;LBH,1.0
Multiple sclerosis,multiple_sclerosis,broad,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,CEACAM19;PTPRK;TRIM71,1.0
Multiple sclerosis,multiple_sclerosis,broad,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,BCL6;GMPR;SPON1,1.0
Multiple sclerosis,multiple_sclerosis,broad,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,CD40;IGSF23;PHACTR2,1.0
Multiple sclerosis,multiple_sclerosis,broad,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,GMPR;SCO2;TYMP,1.0
Multiple sclerosis,multiple_sclerosis,broad,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,EMILIN3;RND3;TGFBR3,1.0
Multiple sclerosis,multiple_sclerosis,broad,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,AMN;RGS14;SDK1,1.0
Multiple sclerosis,multiple_sclerosis,broad,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,CDHR3;MYC;TNIP3,1.0
Multiple sclerosis,multiple_sclerosis,broad,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,RGS14;TRIM71;YPEL1,1.0
Multiple sclerosis,multiple_sclerosis,broad,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,217,200,1.080552995391705,0.5273809233570701,EMILIN3;KCNH8;SOX8,1.0
Multiple sclerosis,multiple_sclerosis,broad,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,217,200,0.72036866359447,0.7689733790654059,CTSH;PHGDH,1.0
Multiple sclerosis,multiple_sclerosis,broad,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,217,200,0.72036866359447,0.7689733790654059,PHACTR2;SLC6A16,1.0
Multiple sclerosis,multiple_sclerosis,broad,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,217,200,0.72036866359447,0.7689733790654059,TOX2;ZEB1,1.0
Multiple sclerosis,multiple_sclerosis,broad,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,217,200,0.72036866359447,0.7689733790654059,KCNH8;S1PR5,1.0
Multiple sclerosis,multiple_sclerosis,broad,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,217,200,0.72036866359447,0.7689733790654059,IFITM3;LBH,1.0
